seed,epoch,loss_A,loss_B,eval_set,A_EM,B_EM,A_PD,B_PD
2,81,0.0091,0.002,5dig,65.8,30.4,93.8,84.4
2,81,0.0091,0.002,6dig,1.5,0.0,66.3,50.9
2,86,0.008,0.0021,id,100.0,100.0,100.0,100.0
2,86,0.008,0.0021,5dig,66.2,38.6,93.9,86.8
2,86,0.008,0.0021,6dig,1.5,0.0,66.9,50.8
2,91,0.0078,0.0026,id,100.0,100.0,100.0,100.0
2,91,0.0078,0.0026,5dig,81.2,52.7,96.7,90.7
2,91,0.0078,0.0026,6dig,3.0,0.1,71.3,53.4
2,96,0.0064,0.0016,id,100.0,99.7,100.0,99.9
2,96,0.0064,0.0016,5dig,80.3,45.9,96.5,88.5
2,96,0.0064,0.0016,6dig,2.6,0.0,70.4,51.6
2,101,0.0061,0.0015,id,100.0,100.0,100.0,100.0
2,101,0.0061,0.0015,5dig,81.2,29.2,96.6,82.5
2,101,0.0061,0.0015,6dig,3.2,0.0,71.5,50.3
2,106,0.0052,0.0018,id,100.0,100.0,100.0,100.0
2,106,0.0052,0.0018,5dig,72.3,82.1,95.0,96.7
2,106,0.0052,0.0018,6dig,0.9,0.2,64.5,56.8
2,111,0.0045,0.0015,id,100.0,100.0,100.0,100.0
2,111,0.0045,0.0015,5dig,69.4,46.0,94.5,88.7
2,111,0.0045,0.0015,6dig,0.8,0.0,65.5,50.2
2,116,0.004,0.0014,id,99.8,100.0,100.0,100.0
2,116,0.004,0.0014,5dig,87.7,43.6,97.8,88.3
2,116,0.004,0.0014,6dig,5.8,0.0,75.8,50.6
2,121,0.004,0.0011,id,100.0,100.0,100.0,100.0
2,121,0.004,0.0011,5dig,83.9,47.0,97.1,89.3
2,121,0.004,0.0011,6dig,4.1,0.0,72.5,50.4
2,126,0.0032,0.001,id,100.0,99.9,100.0,100.0
2,126,0.0032,0.001,5dig,85.8,46.2,97.5,89.0
2,126,0.0032,0.001,6dig,3.0,0.0,71.1,49.4
2,131,0.0033,0.0009,id,100.0,100.0,100.0,100.0
2,131,0.0033,0.0009,5dig,76.3,76.5,95.7,95.6
2,131,0.0033,0.0009,6dig,2.1,0.1,68.7,53.5
2,136,0.0029,0.0009,id,100.0,100.0,100.0,100.0
2,136,0.0029,0.0009,5dig,81.7,69.0,96.7,94.3
2,136,0.0029,0.0009,6dig,3.2,0.0,72.2,52.3
2,141,0.003,0.0014,id,100.0,100.0,100.0,100.0
2,141,0.003,0.0014,5dig,86.1,58.4,97.5,91.8
2,141,0.003,0.0014,6dig,4.1,0.0,71.7,51.3
2,146,0.0028,0.0008,id,100.0,100.0,100.0,100.0
2,146,0.0028,0.0008,5dig,88.6,52.3,98.0,90.0
2,146,0.0028,0.0008,6dig,9.0,0.0,77.4,49.5
2,151,0.0022,0.0021,id,100.0,100.0,100.0,100.0
2,151,0.0022,0.0021,5dig,81.7,32.3,96.7,84.4
2,151,0.0022,0.0021,6dig,1.9,0.0,67.7,49.2
2,156,0.0022,0.0014,id,100.0,100.0,100.0,100.0
2,156,0.0022,0.0014,5dig,82.7,60.8,96.9,92.8
2,156,0.0022,0.0014,6dig,4.1,0.1,72.9,52.7
2,161,0.0023,0.0131,id,100.0,99.9,100.0,100.0
2,161,0.0023,0.0131,5dig,90.4,39.9,98.3,86.2
2,161,0.0023,0.0131,6dig,6.1,0.0,74.3,49.6
2,166,0.0017,0.0006,id,100.0,100.0,100.0,100.0
2,166,0.0017,0.0006,5dig,94.6,81.1,99.0,96.4
2,166,0.0017,0.0006,6dig,12.6,0.2,78.9,55.5
2,171,0.0021,0.0005,id,100.0,100.0,100.0,100.0
2,171,0.0021,0.0005,5dig,77.9,39.6,96.0,88.1
2,171,0.0021,0.0005,6dig,1.1,0.0,63.8,49.2
2,176,0.0017,0.0004,id,100.0,100.0,100.0,100.0
2,176,0.0017,0.0004,5dig,85.2,50.9,97.4,90.0
2,176,0.0017,0.0004,6dig,3.0,0.0,70.8,48.9
2,181,0.0018,0.0007,id,100.0,100.0,100.0,100.0
2,181,0.0018,0.0007,5dig,89.8,41.0,98.2,86.1
2,181,0.0018,0.0007,6dig,6.9,0.0,75.6,48.4
2,186,0.0023,0.0006,id,100.0,100.0,100.0,100.0
2,186,0.0023,0.0006,5dig,75.2,52.8,95.5,90.9
2,186,0.0023,0.0006,6dig,3.0,0.0,69.8,49.0
2,191,0.0018,0.0007,id,100.0,100.0,100.0,100.0
2,191,0.0018,0.0007,5dig,83.7,57.8,97.1,91.4
2,191,0.0018,0.0007,6dig,2.9,0.0,70.2,50.6
2,196,0.0012,0.0006,id,100.0,100.0,100.0,100.0
2,196,0.0012,0.0006,5dig,88.0,51.0,97.8,90.5
2,196,0.0012,0.0006,6dig,2.2,0.0,67.5,47.8
2,201,0.0011,0.001,id,100.0,99.8,100.0,100.0
2,201,0.0011,0.001,5dig,86.0,41.7,97.5,86.8
2,201,0.0011,0.001,6dig,2.3,0.0,68.0,47.4
2,206,0.0013,0.0004,id,100.0,100.0,100.0,100.0
2,206,0.0013,0.0004,5dig,87.7,91.6,97.8,98.5
2,206,0.0013,0.0004,6dig,2.8,0.8,70.6,59.5
2,211,0.0016,0.0004,id,100.0,100.0,100.0,100.0
2,211,0.0016,0.0004,5dig,74.3,74.2,95.3,95.1
2,211,0.0016,0.0004,6dig,1.6,0.0,66.3,49.9
2,216,0.0018,0.0002,id,100.0,100.0,100.0,100.0
2,216,0.0018,0.0002,5dig,79.6,55.4,96.3,90.8
2,216,0.0018,0.0002,6dig,0.6,0.0,60.8,47.7
2,221,0.0011,0.0005,id,100.0,100.0,100.0,100.0
2,221,0.0011,0.0005,5dig,91.0,86.3,98.4,97.5
2,221,0.0011,0.0005,6dig,5.5,0.1,72.9,56.0
2,226,0.0012,0.0003,id,100.0,100.0,100.0,100.0
2,226,0.0012,0.0003,5dig,91.1,80.0,98.4,96.3
2,226,0.0012,0.0003,6dig,8.8,0.0,77.2,50.6
2,231,0.0012,0.0007,id,100.0,100.0,100.0,100.0
2,231,0.0012,0.0007,5dig,76.1,83.6,95.7,96.8
2,231,0.0012,0.0007,6dig,0.7,0.2,62.6,51.8
2,236,0.001,0.0224,id,100.0,100.0,100.0,100.0
2,236,0.001,0.0224,5dig,87.0,63.3,97.7,92.8
2,236,0.001,0.0224,6dig,2.0,0.0,67.6,49.6
2,241,0.0021,0.0004,id,100.0,100.0,100.0,100.0
2,241,0.0021,0.0004,5dig,77.1,96.2,95.9,99.3
2,241,0.0021,0.0004,6dig,1.3,1.6,67.0,59.3
2,246,0.001,0.0005,id,100.0,100.0,100.0,100.0
2,246,0.001,0.0005,5dig,66.7,65.4,94.0,93.7
2,246,0.001,0.0005,6dig,0.4,0.1,61.8,52.7
2,251,0.0015,0.0004,id,100.0,100.0,100.0,100.0
2,251,0.0015,0.0004,5dig,93.9,60.0,98.9,91.4
2,251,0.0015,0.0004,6dig,7.7,0.0,75.9,47.9
2,256,0.0011,0.0003,id,100.0,100.0,100.0,100.0
2,256,0.0011,0.0003,5dig,91.5,63.8,98.4,93.4
2,256,0.0011,0.0003,6dig,2.9,0.1,67.8,50.2
2,261,0.0009,0.0003,id,100.0,100.0,100.0,100.0
2,261,0.0009,0.0003,5dig,88.5,73.0,98.0,94.7
2,261,0.0009,0.0003,6dig,4.3,0.0,71.4,48.8
2,266,0.0014,0.0003,id,100.0,100.0,100.0,100.0
2,266,0.0014,0.0003,5dig,79.7,52.9,96.4,90.9
2,266,0.0014,0.0003,6dig,2.0,0.0,67.9,48.0
2,271,0.0007,0.0003,id,100.0,100.0,100.0,100.0
2,271,0.0007,0.0003,5dig,92.9,43.8,98.7,88.6
2,271,0.0007,0.0003,6dig,7.1,0.0,74.7,47.6
2,276,0.0007,0.0002,id,100.0,100.0,100.0,100.0
2,276,0.0007,0.0002,5dig,94.0,65.2,98.9,93.6
2,276,0.0007,0.0002,6dig,10.1,0.0,76.9,51.3
2,281,0.0008,0.0003,id,100.0,100.0,100.0,100.0
2,281,0.0008,0.0003,5dig,93.8,84.7,98.9,97.2
2,281,0.0008,0.0003,6dig,5.5,0.1,71.7,54.9
2,286,0.0006,0.0002,id,100.0,100.0,100.0,100.0
2,286,0.0006,0.0002,5dig,40.0,53.1,88.8,91.0
2,286,0.0006,0.0002,6dig,0.3,0.0,61.8,49.6
2,291,0.0009,0.0002,id,100.0,100.0,100.0,100.0
2,291,0.0009,0.0002,5dig,89.3,52.1,98.1,90.3
2,291,0.0009,0.0002,6dig,3.5,0.0,69.5,48.9
2,296,0.0008,0.0005,id,100.0,100.0,100.0,100.0
2,296,0.0008,0.0005,5dig,89.9,65.5,98.2,92.7
2,296,0.0008,0.0005,6dig,0.8,0.1,62.9,50.6
2,300,0.0007,0.0003,id,100.0,100.0,100.0,100.0
2,300,0.0007,0.0003,5dig,95.5,46.0,99.2,88.3
2,300,0.0007,0.0003,6dig,8.1,0.0,74.5,47.7
